image_path,rel_path,split,identity,label,spoof_type,illumination,environment
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8638\spoof\206690.jpg,Data/train/8638/spoof/206690.jpg,train,8638,1,9,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5554\spoof\019452.jpg,Data/train/5554/spoof/019452.jpg,train,5554,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5849\live\381659.jpg,Data/train/5849/live/381659.jpg,train,5849,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2239\spoof\375953.jpg,Data/train/2239/spoof/375953.jpg,train,2239,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6052\spoof\159541.jpg,Data/train/6052/spoof/159541.jpg,train,6052,1,6,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5341\spoof\390521.jpg,Data/train/5341/spoof/390521.jpg,train,5341,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5455\spoof\481412.jpg,Data/train/5455/spoof/481412.jpg,train,5455,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4503\spoof\302055.jpg,Data/train/4503/spoof/302055.jpg,train,4503,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5344\live\469014.jpg,Data/train/5344/live/469014.jpg,train,5344,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8914\spoof\297561.jpg,Data/train/8914/spoof/297561.jpg,train,8914,1,9,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\80\spoof\239363.jpg,Data/train/80/spoof/239363.jpg,train,80,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8133\live\302943.jpg,Data/train/8133/live/302943.jpg,train,8133,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9886\spoof\404589.jpg,Data/train/9886/spoof/404589.jpg,train,9886,1,10,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9359\live\292679.jpg,Data/train/9359/live/292679.jpg,train,9359,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3912\spoof\137973.jpg,Data/train/3912/spoof/137973.jpg,train,3912,1,4,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4575\spoof\418079.jpg,Data/train/4575/spoof/418079.jpg,train,4575,1,5,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7043\spoof\227456.jpg,Data/train/7043/spoof/227456.jpg,train,7043,1,7,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6292\live\002962.jpg,Data/train/6292/live/002962.jpg,train,6292,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2143\live\281237.jpg,Data/train/2143/live/281237.jpg,train,2143,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8206\spoof\126420.jpg,Data/train/8206/spoof/126420.jpg,train,8206,1,9,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9916\live\238612.jpg,Data/train/9916/live/238612.jpg,train,9916,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1982\live\099787.jpg,Data/train/1982/live/099787.jpg,train,1982,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5808\spoof\193210.jpg,Data/train/5808/spoof/193210.jpg,train,5808,1,6,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9398\live\475012.jpg,Data/train/9398/live/475012.jpg,train,9398,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\312\spoof\007976.jpg,Data/train/312/spoof/007976.jpg,train,312,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2714\spoof\278539.jpg,Data/train/2714/spoof/278539.jpg,train,2714,1,3,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3756\live\411632.jpg,Data/train/3756/live/411632.jpg,train,3756,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1241\live\412031.jpg,Data/train/1241/live/412031.jpg,train,1241,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4647\live\426047.jpg,Data/train/4647/live/426047.jpg,train,4647,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9186\live\133861.jpg,Data/train/9186/live/133861.jpg,train,9186,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7417\live\177577.jpg,Data/train/7417/live/177577.jpg,train,7417,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8158\spoof\040908.jpg,Data/train/8158/spoof/040908.jpg,train,8158,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4727\live\385913.jpg,Data/train/4727/live/385913.jpg,train,4727,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2787\live\196683.jpg,Data/train/2787/live/196683.jpg,train,2787,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5138\spoof\244920.jpg,Data/train/5138/spoof/244920.jpg,train,5138,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2218\live\478358.jpg,Data/train/2218/live/478358.jpg,train,2218,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\314\live\141668.jpg,Data/train/314/live/141668.jpg,train,314,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1422\spoof\406566.jpg,Data/train/1422/spoof/406566.jpg,train,1422,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\825\spoof\284976.jpg,Data/train/825/spoof/284976.jpg,train,825,1,1,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3407\spoof\138919.jpg,Data/train/3407/spoof/138919.jpg,train,3407,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3757\live\290136.jpg,Data/train/3757/live/290136.jpg,train,3757,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7726\live\289153.jpg,Data/train/7726/live/289153.jpg,train,7726,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5777\spoof\353271.jpg,Data/train/5777/spoof/353271.jpg,train,5777,1,6,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2161\live\241809.jpg,Data/train/2161/live/241809.jpg,train,2161,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6792\live\190569.jpg,Data/train/6792/live/190569.jpg,train,6792,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\191\live\108270.jpg,Data/train/191/live/108270.jpg,train,191,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2042\live\416816.jpg,Data/train/2042/live/416816.jpg,train,2042,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2368\spoof\452297.jpg,Data/train/2368/spoof/452297.jpg,train,2368,1,3,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9391\spoof\412809.jpg,Data/train/9391/spoof/412809.jpg,train,9391,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7124\live\401258.jpg,Data/train/7124/live/401258.jpg,train,7124,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1014\live\005548.jpg,Data/train/1014/live/005548.jpg,train,1014,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3275\spoof\341061.jpg,Data/train/3275/spoof/341061.jpg,train,3275,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2634\live\415810.jpg,Data/train/2634/live/415810.jpg,train,2634,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5346\spoof\476648.jpg,Data/train/5346/spoof/476648.jpg,train,5346,1,6,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9974\spoof\138541.jpg,Data/train/9974/spoof/138541.jpg,train,9974,1,10,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5602\live\463281.jpg,Data/train/5602/live/463281.jpg,train,5602,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3621\spoof\305835.jpg,Data/train/3621/spoof/305835.jpg,train,3621,1,4,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\10012\live\356474.jpg,Data/train/10012/live/356474.jpg,train,10012,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2614\spoof\296828.jpg,Data/train/2614/spoof/296828.jpg,train,2614,1,3,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8094\live\078920.jpg,Data/train/8094/live/078920.jpg,train,8094,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8872\live\274922.jpg,Data/train/8872/live/274922.jpg,train,8872,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8072\live\339862.jpg,Data/train/8072/live/339862.jpg,train,8072,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4879\live\476098.jpg,Data/train/4879/live/476098.jpg,train,4879,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5487\live\198500.jpg,Data/train/5487/live/198500.jpg,train,5487,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\240\live\480329.jpg,Data/train/240/live/480329.jpg,train,240,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2142\live\365263.jpg,Data/train/2142/live/365263.jpg,train,2142,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6955\spoof\210989.jpg,Data/train/6955/spoof/210989.jpg,train,6955,1,7,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2837\spoof\480534.jpg,Data/train/2837/spoof/480534.jpg,train,2837,1,3,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8070\spoof\392973.jpg,Data/train/8070/spoof/392973.jpg,train,8070,1,8,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3998\live\338730.jpg,Data/train/3998/live/338730.jpg,train,3998,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4051\live\329596.jpg,Data/train/4051/live/329596.jpg,train,4051,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7313\spoof\091573.jpg,Data/train/7313/spoof/091573.jpg,train,7313,1,8,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6\spoof\464197.jpg,Data/train/6/spoof/464197.jpg,train,6,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8512\live\430690.jpg,Data/train/8512/live/430690.jpg,train,8512,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1674\live\047972.jpg,Data/train/1674/live/047972.jpg,train,1674,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\14\live\128908.jpg,Data/train/14/live/128908.jpg,train,14,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1335\live\136086.jpg,Data/train/1335/live/136086.jpg,train,1335,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9853\spoof\022206.jpg,Data/train/9853/spoof/022206.jpg,train,9853,1,10,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\353\live\148727.jpg,Data/train/353/live/148727.jpg,train,353,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6535\live\303700.jpg,Data/train/6535/live/303700.jpg,train,6535,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9722\live\391068.jpg,Data/train/9722/live/391068.jpg,train,9722,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6580\live\283763.jpg,Data/train/6580/live/283763.jpg,train,6580,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2918\live\027999.jpg,Data/train/2918/live/027999.jpg,train,2918,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5619\live\098883.jpg,Data/train/5619/live/098883.jpg,train,5619,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5874\spoof\279691.jpg,Data/train/5874/spoof/279691.jpg,train,5874,1,6,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4128\spoof\045561.jpg,Data/train/4128/spoof/045561.jpg,train,4128,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3392\spoof\054247.jpg,Data/train/3392/spoof/054247.jpg,train,3392,1,4,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5944\live\101347.jpg,Data/train/5944/live/101347.jpg,train,5944,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8482\spoof\174019.jpg,Data/train/8482/spoof/174019.jpg,train,8482,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2971\spoof\214628.jpg,Data/train/2971/spoof/214628.jpg,train,2971,1,3,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6423\spoof\236900.jpg,Data/train/6423/spoof/236900.jpg,train,6423,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3089\live\186709.jpg,Data/train/3089/live/186709.jpg,train,3089,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8116\spoof\066485.jpg,Data/train/8116/spoof/066485.jpg,train,8116,1,8,3,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1005\live\316477.jpg,Data/train/1005/live/316477.jpg,train,1005,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1145\live\329131.jpg,Data/train/1145/live/329131.jpg,train,1145,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7633\spoof\290273.jpg,Data/train/7633/spoof/290273.jpg,train,7633,1,8,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7478\live\115652.jpg,Data/train/7478/live/115652.jpg,train,7478,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8195\live\045417.jpg,Data/train/8195/live/045417.jpg,train,8195,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6079\spoof\025820.jpg,Data/train/6079/spoof/025820.jpg,train,6079,1,6,3,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9554\live\315347.jpg,Data/train/9554/live/315347.jpg,train,9554,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4015\spoof\345942.jpg,Data/train/4015/spoof/345942.jpg,train,4015,1,4,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1023\spoof\322184.jpg,Data/train/1023/spoof/322184.jpg,train,1023,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6880\live\123021.jpg,Data/train/6880/live/123021.jpg,train,6880,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\204\spoof\431078.jpg,Data/train/204/spoof/431078.jpg,train,204,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1061\spoof\403283.jpg,Data/train/1061/spoof/403283.jpg,train,1061,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3127\spoof\470579.jpg,Data/train/3127/spoof/470579.jpg,train,3127,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3797\live\099649.jpg,Data/train/3797/live/099649.jpg,train,3797,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1672\live\269146.jpg,Data/train/1672/live/269146.jpg,train,1672,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\95\live\258344.jpg,Data/train/95/live/258344.jpg,train,95,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8100\live\396248.jpg,Data/train/8100/live/396248.jpg,train,8100,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3386\live\068884.jpg,Data/train/3386/live/068884.jpg,train,3386,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2026\spoof\283715.jpg,Data/train/2026/spoof/283715.jpg,train,2026,1,2,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3910\live\489801.jpg,Data/train/3910/live/489801.jpg,train,3910,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5046\spoof\491526.jpg,Data/train/5046/spoof/491526.jpg,train,5046,1,5,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6099\spoof\067284.jpg,Data/train/6099/spoof/067284.jpg,train,6099,1,6,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\86\spoof\185465.jpg,Data/train/86/spoof/185465.jpg,train,86,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\436\spoof\358369.jpg,Data/train/436/spoof/358369.jpg,train,436,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8042\spoof\129957.jpg,Data/train/8042/spoof/129957.jpg,train,8042,1,8,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\292\spoof\114405.jpg,Data/train/292/spoof/114405.jpg,train,292,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6634\live\002825.jpg,Data/train/6634/live/002825.jpg,train,6634,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9228\spoof\469887.jpg,Data/train/9228/spoof/469887.jpg,train,9228,1,10,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9991\spoof\155126.jpg,Data/train/9991/spoof/155126.jpg,train,9991,1,10,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2054\spoof\369298.jpg,Data/train/2054/spoof/369298.jpg,train,2054,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\10173\spoof\341518.jpg,Data/train/10173/spoof/341518.jpg,train,10173,1,10,4,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3179\spoof\422848.jpg,Data/train/3179/spoof/422848.jpg,train,3179,1,4,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6938\spoof\085910.jpg,Data/train/6938/spoof/085910.jpg,train,6938,1,7,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\656\spoof\391349.jpg,Data/train/656/spoof/391349.jpg,train,656,1,1,3,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7228\live\190230.jpg,Data/train/7228/live/190230.jpg,train,7228,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9896\live\149062.jpg,Data/train/9896/live/149062.jpg,train,9896,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5177\live\259255.jpg,Data/train/5177/live/259255.jpg,train,5177,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3433\live\140574.jpg,Data/train/3433/live/140574.jpg,train,3433,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7977\spoof\285554.jpg,Data/train/7977/spoof/285554.jpg,train,7977,1,8,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3885\live\352842.jpg,Data/train/3885/live/352842.jpg,train,3885,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5951\spoof\226559.jpg,Data/train/5951/spoof/226559.jpg,train,5951,1,6,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2980\live\060174.jpg,Data/train/2980/live/060174.jpg,train,2980,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7895\live\193127.jpg,Data/train/7895/live/193127.jpg,train,7895,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5681\live\208299.jpg,Data/train/5681/live/208299.jpg,train,5681,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9555\live\489140.jpg,Data/train/9555/live/489140.jpg,train,9555,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\647\live\024900.jpg,Data/train/647/live/024900.jpg,train,647,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7126\live\064996.jpg,Data/train/7126/live/064996.jpg,train,7126,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3290\live\451935.jpg,Data/train/3290/live/451935.jpg,train,3290,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8160\spoof\144975.jpg,Data/train/8160/spoof/144975.jpg,train,8160,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7176\live\224107.jpg,Data/train/7176/live/224107.jpg,train,7176,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7367\live\485887.jpg,Data/train/7367/live/485887.jpg,train,7367,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\70\spoof\079306.jpg,Data/train/70/spoof/079306.jpg,train,70,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5049\live\206717.jpg,Data/train/5049/live/206717.jpg,train,5049,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8311\live\363020.jpg,Data/train/8311/live/363020.jpg,train,8311,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5057\spoof\011892.jpg,Data/train/5057/spoof/011892.jpg,train,5057,1,5,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4402\live\324723.jpg,Data/train/4402/live/324723.jpg,train,4402,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9786\live\086163.jpg,Data/train/9786/live/086163.jpg,train,9786,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\1021\spoof\093645.jpg,Data/train/1021/spoof/093645.jpg,train,1021,1,2,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\437\spoof\095347.jpg,Data/train/437/spoof/095347.jpg,train,437,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\2086\live\001459.jpg,Data/train/2086/live/001459.jpg,train,2086,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8326\spoof\178572.jpg,Data/train/8326/spoof/178572.jpg,train,8326,1,9,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\289\spoof\294155.jpg,Data/train/289/spoof/294155.jpg,train,289,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4999\spoof\099760.jpg,Data/train/4999/spoof/099760.jpg,train,4999,1,5,1,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9810\live\037943.jpg,Data/train/9810/live/037943.jpg,train,9810,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\9297\live\019726.jpg,Data/train/9297/live/019726.jpg,train,9297,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6337\live\049289.jpg,Data/train/6337/live/049289.jpg,train,6337,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6040\spoof\233183.jpg,Data/train/6040/spoof/233183.jpg,train,6040,1,6,2,2
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\334\live\125472.jpg,Data/train/334/live/125472.jpg,train,334,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\394\spoof\150271.jpg,Data/train/394/spoof/150271.jpg,train,394,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7897\live\054616.jpg,Data/train/7897/live/054616.jpg,train,7897,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\6216\spoof\375047.jpg,Data/train/6216/spoof/375047.jpg,train,6216,1,7,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\278\spoof\383599.jpg,Data/train/278/spoof/383599.jpg,train,278,1,1,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\7865\spoof\150741.jpg,Data/train/7865/spoof/150741.jpg,train,7865,1,8,4,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3895\live\446508.jpg,Data/train/3895/live/446508.jpg,train,3895,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\554\spoof\312737.jpg,Data/train/554/spoof/312737.jpg,train,554,1,1,2,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8927\live\475783.jpg,Data/train/8927/live/475783.jpg,train,8927,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8958\live\173938.jpg,Data/train/8958/live/173938.jpg,train,8958,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\5581\live\231458.jpg,Data/train/5581/live/231458.jpg,train,5581,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4332\spoof\173823.jpg,Data/train/4332/spoof/173823.jpg,train,4332,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\8560\live\005312.jpg,Data/train/8560/live/005312.jpg,train,8560,0,0,0,0
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\4357\spoof\482030.jpg,Data/train/4357/spoof/482030.jpg,train,4357,1,5,1,1
D:\Paper2026\Paper-2026\data\raw\CelebA-Spoof\Data\train\3829\spoof\330710.jpg,Data/train/3829/spoof/330710.jpg,train,3829,1,4,4,1
